sen_a,sen_b,label
你是驻唱歌手吗,你听是谁在唱歌？,0
颓然而殒是什么意思,颓然是什么意思？,1
妻不如妾后面是什么啊,至高无后面是什么,0
粥是液体还是固体,汞是液体还是固体？,0
怎么样才能做好微商,怎么样才能做好微商。,1
理财产品哪家银行高,哪家银行理财产品好？,1
支付宝卡有效期为36个月，请您在有效期前完成添加,支付宝卡有效期为36个月，请您在有效期前完成添加。,1
一叶子面膜怎么用？,一叶子面膜怎么样,0
一个人可以办多少张银行卡,办工商银行卡要多大才能办？,0
北京319路通道车,北京319路公交车间隔,0
长脸适合扎什么发型,圆脸适合烫什么发型,0
作文我心中的他,作文：()，我心中的灯,0
十二星座图片,十二星座的图片,1
孕妇能不能玩电脑和手机？,打雷能不能玩电脑和手机？,0
车牌上的防盗螺丝怎么去掉,怎么拆车牌架的防盗螺丝,1
哪个银行的信用卡好用？,哪个银行的信用卡最好,1
静则思己，乱世称雄的动物,静则思己，乱世称雄的动物是什么,1
怎么去邮局订书,去邮局怎么订书？,1
苹果6可以越狱吗,苹果5c可以越狱吗,0
吃什么下奶,吃什么下奶快,1
如何注册手机邮箱,手机邮箱怎么注册,1
现在什么歌曲最流行,现在流行什么歌曲？,1
我的世界怎么拍视频,我的世界怎样拍视频,1
请问这种植物叫什么名字？谢谢！,请问这是什么植物？叫什么名字呢？谢谢！,1
吃一半，拿一半,吃一半，拿一半。,1
这个字念什么邨,＂赣＂这个字念什么？,0
支付宝和网银一样吗,银行卡的磁条和芯片那个更安全,0
最爱湖东行不足的下一句是什么,最爱湖东行不足下一句是什么？,1
我是歌手谁是冠军,我是歌手的冠军是谁,1
狗狗可以快递吗,狗狗可以快递吗？,1
水浒传作者,红楼梦作者,0
如何结束婚外情？,如何结束婚外情,1
怎么切油条啊,怎么做油条,0
我叫你一声你敢答应吗？,我叫你一声，你敢答应吗？,1
还在学习日语怎么说,怎么学习日语,0
一般正常的男人做爱要多长时间,男人做爱要多长时间才是正常的,1
如何提升人格魅力！,怎样可以提升人格魅力,1
有什么好看的魔法小说么？,有什么好看的玄幻小说吗,0
谁能给我推荐一些好玩的FPS网络游戏？,这样的笔记本能玩什么网络游戏。FPS类型的。,0
哪里可以下载死神,在哪可以看杉杉来吃小说？,0
2014中国海洋大学一本b段分数查询,中国海洋大学2014秋季开学日期,0
听音乐最佳方式,抑郁症听什么音乐？,0
游戏怎样加速,游戏加速球怎么用？,0
怎么控制食欲|每次减肥都不成功。,怎么才能抑制自己的食欲,1
梅花香自苦寒来，前一句,梅花香自苦寒来，下一句,0
您重新认证下看看哦,OK，重新登陆刷页面看下实名认证的状态,0
个性网名,古风网名男,0
6块钱的麻辣烫是什么意思,6块钱麻辣烫是什么意思？,1
牛的母爱阅读答案,母爱，阅读答案,0
这就是僵尸会有第三季吗。,这个是僵尸吗第三季何时出,0
世锦赛男子4乘100米决赛为什么,2015田径世锦赛男子4乘100接力中国队哪几个人,0
完美国际高分求一个漂亮的MG代码,求个好看完美国际男法师代码，带图来～,0
小孩子为什么都那么可爱啊,小孩子为什么那么可爱,1
宝宝吃什么补锌？,宝宝什么时候开始补锌好？,0
吊丝什么意思？,吊丝是什么意思,1
唯品会有假货么,唯品会有没有假货,1
什么牌子的米粉好？,什么牌子的米粉好,1
海带怎么吃好吃,海带要怎么煮才好吃,0
这边是核实到，时间是这个的，辛苦您了。,不要着急，请您提供缴费时间和金额，方便这边为您核实,0
建行理财理财产品怎么样？,建行增盈理财产品怎么样？,0
大家觉得2012的汪苏泷帅不帅万有引力好不好听,谁能找到类似汪苏泷声音的歌手。,0
乌龟蛋怎么孵化,乌龟蛋怎么孵化？,1
手机怎么网上交费,怎么样才能手机在网上交费,1
这是什么字体在线等,这是什么字体。在线等,1
张杰谢娜什么时候有孩子？,张杰谢娜什么生孩子,0
如何赶走老鼠？,如何赶走老鼠,1
对我而言可爱的她什么时候更新大结局,对我而言可爱的她大结局是什么时候,1
求音乐：爱很美伴奏曲,求音乐：ココロ伴奏,0
下载来自星星的你,在哪下载来自星星的你,1
飞机票一般什么时候最便宜？,什么时候飞机票最便宜,1
为啥都说挖掘机技术哪家强,挖掘机技术哪家强是什么梗,1
农村赶集卖什么赚钱,农村超市卖什么赚钱,0
支付宝充值手机话费,手机话费充值支付宝,1
什么时候会天上掉馅饼？,明天日子怎么样？谁会看？,0
这是个什么标志,都是什么标志,1
什么时候会发生第三次世界大战,什么时候爆发第三次世界大战,1
安徽财经大学可有多大啊？好不好？,安徽科技学院有多大,0
阅读理解，英语,英语阅读理解,1
要下载百度文档，请问百度下载券怎么获得,百度文库下载过的文档重复下载还要下载券吗?,0
支付宝怎么该限额？,支付宝限额怎么改？,1
七夕情人节送什么礼物最有创意？,七夕情人节送男朋友什么礼物最有意义,0
为什么鸟会飞？,为什么鸟会飞,1
梦见自己老婆死左,梦见老婆被人上,0
春江水暖鸭先知,()，春江水暖鸭先知,0
各得其所是个什么意思,各得其所是什么意思？,1
电脑怎么玩天天酷跑,用电脑怎么玩天天酷跑,1
含有桃花的诗句有哪些,有哪些描写桃花的诗句,1
人为什么喜欢接吻？,为什么我看那个男人感觉都一样？,0
谁有百度云账号，借我用用,我百度账号为什么被封了。,0
问道法宝宝打什么天书,问道法宝宝吃什么天书？,1
后背疼痛是怎么回事,左眼皮跳，怎么回事。男。,0
吃韭菜可以壮阳么？,韭菜能壮阳吗？,1
官方版时空猎人怎么改密码,时空猎人官方版怎么改密码,1
这个表情叫什么系列？,这个表情系列叫什么？,1
什么牌子的读卡器好？,什么牌子的读卡器好多少钱呢,1
打工吧魔王大人会出第二季吗？,打工吧！魔王大人会出第二季吗？,1
在桂林，哪里的桂林米粉好吃呀？,桂林胜利米粉在哪里，好吃吗？,0
想念你是我不甘寂寞的自由是哪首歌的？男生唱的,泡沫是谁唱的。听朋友说蛮好听的。,0
王菲谢霆锋当年为何分手,谢霆锋王菲复合吗,0
连山间的化石有什么美称,连山间的化石美称是什么,1
关于学习的名言有哪些,跟学习有关的名言有哪些,1
冬季用什么护肤品好一些！,冬季补水保湿的用什么护肤品好呢,1
福无双至后面一句。,福无双至后一句,1
手抄报边框怎么画？,我们的节日的手抄报怎么做？,0
但使龙城飞将在，,但使龙城飞将在,0
怀孕能同房吗？,怀孕后还能同房吗？,1
这个是不会的，请您放心，您输入的长度不符合。请输入8位。,这边显示长度不符合，需要您填写下后八位的，辛苦您了。,1
如何让眼睫毛变长,怎样才让眼睫毛变长？,1
广西话中的大柴是什么意思,广西话：萌系什么意思,0
派出所和公安局有什么区别？,公安局和派出所有什么区别？,1
影音先锋下载怎么那么慢？,为什么影音先锋下载那么慢呀,1
沐浴是什么意思,沐浴的沐是什么意思,0
这个手表后盖怎么打开,怎么打开手表后盖,1
有钱任性，没钱认命,有钱任性，没钱我也不认命,0
汽车之家汽车报价,汽车之家?,0
一个男的喜欢你有哪些表现}}},这是哪个国家的国旗！急}},0
检索号是什么,学历证书号是什么,0
平板电脑为什么开不开机了？,怎么我的平板电脑开不了机啊,1
英雄联盟好不好玩？,英雄联盟好不好玩怎么玩,1
变压器怎么绕,怎么绕变压器,1
北京哪个地方的夜景好看啊,北京和上海哪的夜景好看？,0
什么牌子的汽车导航仪好,买什么牌子的汽车导航仪比较好,1
怎么把自己照片变成漫画,怎样把照片变成漫画,1
恶魔岛邀请码,恶魔岛的邀请码…,1
怎么煮水煮鱼？,水煮鱼姜怎么切,0
一个身份信息是可以认证6个支付宝账户的，您可以操作关联认证的，麻烦您了。,这样建议您注册新账户后用您的身份信息重新认证。,1
再见吧妈妈(打一数学名词),再见吧妈妈打一数学名词,1
不好意思，是您的转账的资金被骗，您是需要追回资金吗？,请问您之前是有冻结资金，目前冻结的资金没了，是吗,0
武汉什么鸭脖最好吃,加盟呷哺呷哺火锅怎么样呀？,0
孙燕姿有什么歌好听！,孙燕姿什么歌好听？,1
鲁班都发明了什么？,鲁班发明了些啥,1
雨后故事贴吧,怎么生女儿贴吧,0
王子硕这个名字怎么样,王子硕这个名字能打多少分,1
离婚证什么颜色,离婚证是什么颜色,1
加一笔出两个三角形,加一笔成两个三角形，,1
马来西亚部飞机找到了吗？,马来西亚飞机失踪死多少人,0
可以用微波炉热中药吗,蛋挞可以用微波炉加热吗,0
您好，请问您是无法重置密码吗？,嗯嗯，密码锁定后3小时候自动解锁,0
手机接电话为什么会黑屏,华为手机呀，你怎么这么垃圾哟！,0
急诊男女什么,急诊男女什么时候,1
明天西安什么天气,西安明天天气是什么？,1
四的笔画怎么读,月的笔画怎么写,0
最近有什么好看的电影上映？,最近有什么好看的电影上映呢,1
回收站的文件删除后还能恢复吗？,微信好友删除了还能恢复吗,0
韩菲诗怎么代理,韩菲诗如何代理？,1
谁知道兰州市东岗镇！,谁知道兰州市东岗镇,1
变现手续费：0.2%（以借款合同为准）是收您的呢,这个还款的逾期手续费是逾期费用=逾期金额*逾期天数*0.05%，辛苦您了。,0
如何在天涯发帖,如何在天涯上发帖,1
洞房夜做什么,什么叫洞房？,0
淘宝退款多久能到账,淘宝退款要多久,1
这个方程求解,这个方程求解！,1
吃什么补肾壮阳?,吃什么补肾壮阳,1
百度账号改名可以吗,百度账号能改名吗,1
越雷池是什么意思,跨越雷池是什么意思,1
酸奶什么时候吃最好,什么时候喝酸奶最好,1
太原到西安高铁票价,太原到西安高铁一天几趟,0
输卵管堵塞可以自己好吗,输卵管会堵塞吗,0
兰蔻美肤修护系列孕妇可用吗?,兰蔻美肤修护精华乳有100ml保装的吗,0
方言的吧是什么意思,方言是什么意思？,0
不可理喻的意思是什么,不可理喻什么意思？,1
娱乐圈的潜规则具体指什么,娱乐圈的潜规则是什么,1
最复杂的菜是什么,什么是最浪漫的晚餐,0
巨星，算什么？,巨星，算什么,1
迅雷可以下载我的幸福么？,迅雷，你可以下载幸福吗？,1
酷狗音乐怎么分享到微信朋友圈,怎么把酷狗音乐分享到微信朋友圈,1
谁见过这张图？,这张图是哪儿,0
嘴唇发紫是什么原因？,上嘴唇发紫是什么原因？,1
请问您是要提现到什么银行呢,好的，辛苦问一下您是想要咨询什么问题呢？,0
高中什么时候放假？,高中什么时候放假,1
配电箱系统图中断路器代码怎么看,"配电箱系统图符号,字母,怎么看",1
怎么才能挣更多的钱？,怎样能赚更多的钱？,1
爱奇艺怎样下载,驾考宝典科目一我要怎么下载,0
远豪电动车，怎么样，,远豪电动车怎么样,1
怎么挽回失去的爱情？,怎么挽回失去的爱情，,1
男性生殖器官,关于男性生殖器官,1
怎么给拖鞋除臭,棉拖鞋怎么除臭？,1
我是歌手张杰怎么了,我是歌手张杰为什么哭,0
死亡岛激流玩的想吐，其他游戏不会啊,逃离死亡岛和死亡岛激流哪个配置高啊？请详细点。,0
房祖名吸毒被判多久,房祖名吸毒事件判几年,1
赛尔号里怎么送精灵,赛尔号精灵怎么刷,1
吾尝终日而思矣,吾尝终日而思矣，。,1
小尾巴怎么弄,贴吧怎么弄小尾巴,1
梦见有两条狗追我是什么意思,梦见被两条蛇咬是什么意思,0
1977年1月19日13点20分出生是什么命,1977年农历1月29日10.30分出生的缺什么,0
看电视有什么好处？,看电视对我有什么好处,1
麻烦您看下您账户的收支明细。,亲辛苦您核实收支明细对账看一下的,1
屏幕录像专家,关闭省电模式,0
学习英语网站大全,英语学习网站大全,1
今年流行什颜色。什么衣服？,今年流行什么衣服！什么颜色,1
汇通中通哪个快,汇通和中通哪个快,1
白罗卜干怎么晒,罗卜干怎么晒,1
急！年纪轻轻长白头发！,成语故事，多！快！,0
奇瑞和比亚迪哪个车好啊？,奇瑞和比亚迪的发动机哪个好,0
